51,0.3990,3.6288,-0.5649,16.3219
52,0.4070,3.6266,-0.5768,16.3362
53,0.4150,3.6248,-0.5879,16.3496
54,0.4229,3.6235,-0.5980,16.3619
55,0.4309,3.6226,-0.6074,16.3732
56,0.4389,3.6220,-0.6161,16.3839
57,0.4469,3.6216,-0.6245,16.3942
58,0.4549,3.6214,-0.6326,16.4042
59,0.4628,3.6214,-0.6405,16.4139
60,0.4708,3.6217,-0.6479,16.4230
61,0.4788,3.6224,-0.6544,16.4311
62,0.4868,3.6235,-0.6598,16.4378
63,0.4948,3.6250,-0.6640,16.4429
64,0.5027,3.6269,-0.6670,16.4467
65,0.5107,3.6291,-0.6692,16.4494
66,0.5187,3.6315,-0.6707,16.4513
67,0.5267,3.6341,-0.6717,16.4525
68,0.5347,3.6368,-0.6723,16.4533
69,0.5426,3.6397,-0.6726,16.4537
70,0.5506,3.6426,-0.6727,16.4538
71,0.5586,3.6457,-0.6726,16.4536
72,0.5666,3.6489,-0.6722,16.4532
73,0.5746,3.6521,-0.6717,16.4525
74,0.5825,3.6555,-0.6709,16.4515
75,0.5905,3.6589,-0.6699,16.4503
76,0.5985,3.6624,-0.6686,16.4487
77,0.6065,3.6661,-0.6671,16.4468
78,0.6145,3.6698,-0.6654,16.4447
79,0.6224,3.6735,-0.6635,16.4423
80,0.6304,3.6774,-0.6614,16.4397
81,0.6384,3.6813,-0.6592,16.4369
82,0.6464,3.6852,-0.6569,16.4341
83,0.6544,3.6892,-0.6546,16.4313
84,0.6623,3.6932,-0.6523,16.4284
85,0.6703,3.6972,-0.6501,16.4257
86,0.6783,3.7012,-0.6481,16.4232
87,0.6863,3.7051,-0.6462,16.4208
88,0.6943,3.7091,-0.6444,16.4186
89,0.7022,3.7131,-0.6428,16.4167
90,0.7102,3.7171,-0.6413,16.4148
91,0.7182,3.7211,-0.6399,16.4131
92,0.7262,3.7251,-0.6385,16.4114
93,0.7342,3.7292,-0.6371,16.4097
94,0.7421,3.7334,-0.6356,16.4079
95,0.7501,3.7376,-0.6340,16.4059
96,0.7581,3.7419,-0.6323,16.4037
97,0.7661,3.7463,-0.6303,16.4013
98,0.7741,3.7508,-0.6281,16.3986
99,0.7820,3.7553,-0.6257,16.3957
100,0.7900,3.7599,-0.6231,16.3925
101,0.7980,3.7646,-0.6204,16.3891
102,0.8060,3.7694,-0.6175,16.3856
103,0.8140,3.7742,-0.6145,16.3819
104,0.8219,3.7790,-0.6114,16.3782
105,0.8299,3.7839,-0.6083,16.3744
106,0.8379,3.7888,-0.6053,16.3707
107,0.8459,3.7937,-0.6023,16.3671
108,0.8539,3.7987,-0.5995,16.3637
109,0.8618,3.8036,-0.5968,16.3604
110,0.8698,3.8085,-0.5943,16.3574
111,0.8778,3.8135,-0.5920,16.3545
112,0.8858,3.8184,-0.5899,16.3520
113,0.8938,3.8234,-0.5879,16.3496
114,0.9017,3.8283,-0.5861,16.3475
115,0.9097,3.8333,-0.5845,16.3455
116,0.9177,3.8384,-0.5830,16.3437
117,0.9257,3.8435,-0.5816,16.3419
118,0.9337,3.8486,-0.5802,16.3402
119,0.9416,3.8539,-0.5788,16.3386
120,0.9496,3.8592,-0.5773,16.3369
121,0.9576,3.8646,-0.5759,16.3351
122,0.9656,3.8701,-0.5744,16.3333
123,0.9736,3.8757,-0.5727,16.3313
124,0.9815,3.8813,-0.5709,16.3291
125,0.9895,3.8872,-0.5689,16.3267
126,0.9975,3.8931,-0.5668,16.3242
127,1.0055,3.8990,-0.5646,16.3216
128,1.0135,3.9051,-0.5625,16.3190
129,1.0214,3.9112,-0.5604,16.3165
130,1.0294,3.9175,-0.5583,16.3140
131,1.0374,3.9238,-0.5563,16.3115
132,1.0454,3.9302,-0.5543,16.3091
133,1.0534,3.9366,-0.5523,16.3068
134,1.0613,3.9432,-0.5504,16.3045
135,1.0693,3.9499,-0.5485,16.3023
136,1.0773,3.9567,-0.5468,16.3002
137,1.0853,3.9635,-0.5451,16.2982
138,1.0933,3.9705,-0.5435,16.2963
139,1.1012,3.9776,-0.5420,16.2944
140,1.1092,3.9849,-0.5405,16.2927
141,1.1172,3.9923,-0.5391,16.2910
142,1.1252,3.9998,-0.5377,16.2894
143,1.1332,4.0075,-0.5363,16.2877
144,1.1411,4.0154,-0.5349,16.2860
145,1.1491,4.0234,-0.5334,16.2842
146,1.1571,4.0317,-0.5317,16.2823
147,1.1651,4.0401,-0.5299,16.2801
148,1.1731,4.0488,-0.5279,16.2777
149,1.1810,4.0577,-0.5257,16.2750
150,1.1890,4.0669,-0.5231,16.2720
151,1.1970,4.0763,-0.5202,16.2686
152,1.2050,4.0859,-0.5170,16.2648
153,1.2130,4.0958,-0.5134,16.2606
154,1.2209,4.1059,-0.5095,16.2560
155,1.2289,4.1163,-0.5054,16.2510
156,1.2369,4.1270,-0.5009,16.2458
157,1.2449,4.1378,-0.4963,16.2403
158,1.2529,4.1489,-0.4915,16.2347
159,1.2608,4.1603,-0.4866,16.2289
160,1.2688,4.1719,-0.4815,16.2230
161,1.2768,4.1838,-0.4764,16.2171
162,1.2848,4.1959,-0.4712,16.2110
163,1.2928,4.2084,-0.4659,16.2048
164,1.3007,4.2211,-0.4606,16.1986
165,1.3087,4.2342,-0.4553,16.1924
166,1.3167,4.2476,-0.4500,16.1862
167,1.3247,4.2614,-0.4447,16.1801
168,1.3327,4.2756,-0.4396,16.1742
169,1.3406,4.2902,-0.4346,16.1684
170,1.3486,4.3052,-0.4297,16.1628
171,1.3566,4.3208,-0.4250,16.1573
172,1.3646,4.3370,-0.4202,16.1518
173,1.3726,4.3538,-0.4153,16.1461
174,1.3805,4.3713,-0.4098,16.1399
175,1.3885,4.3897,-0.4037,16.1328
176,1.3965,4.4089,-0.3965,16.1246
177,1.4045,4.4291,-0.3879,16.1148
178,1.4125,4.4503,-0.3777,16.1030
179,1.4204,4.4725,-0.3655,16.0892
180,1.4284,4.4957,-0.3511,16.0729
181,1.4364,4.5200,-0.3345,16.0541
182,1.4444,4.5453,-0.3155,16.0326
183,1.4524,4.5716,-0.2939,16.0084
184,1.4603,4.5989,-0.2698,15.9814
185,1.4683,4.6272,-0.2429,15.9516
186,1.4763,4.6564,-0.2132,15.9187
187,1.4843,4.6865,-0.1804,15.8826
188,1.4923,4.7175,-0.1439,15.8427
189,1.5002,4.7493,-0.1028,15.7979
190,1.5082,4.7818,-0.0550,15.7462
191,1.5162,4.8151,0.0010,15.6860
192,1.5242,4.8490,0.0598,15.6231
193,1.5322,4.8834,0.1286,15.5501
194,1.5401,4.9182,0.2086,15.4657
195,1.5481,4.9534,0.2996,15.3701
196,1.5561,4.9889,0.3989,15.2666
197,1.5641,5.0244,0.5015,15.1602
198,1.5721,5.0600,0.6025,15.0558
199,1.5800,5.0954,0.6983,14.9572
200,1.5880,5.1303,0.7870,14.8660
201,1.5960,5.1645,0.8680,14.7829
202,1.6040,5.1979,0.9415,14.7077
203,1.6120,5.2303,1.0085,14.6393
204,1.6199,5.2621,1.0804,14.5658
205,1.6279,5.2898,1.1415,14.5035
206,1.6359,5.3149,1.1945,14.4494
207,1.6439,5.3376,1.2404,14.4026
208,1.6519,5.3579,1.2804,14.3619
209,1.6598,5.3760,1.3150,14.3267
210,1.6678,5.3921,1.3449,14.2962
211,1.6758,5.4063,1.3709,14.2697
212,1.6838,5.4192,1.3940,14.2463
213,1.6918,5.4307,1.4144,14.2254
214,1.6997,5.4411,1.4327,14.2069
215,1.7077,5.4505,1.4488,14.1905
216,1.7157,5.4588,1.4631,14.1759
217,1.7237,5.4663,1.4758,14.1631
218,1.7317,5.4729,1.4870,14.1517
219,1.7396,5.4788,1.4969,14.1416
220,1.7476,5.4840,1.5056,14.1327
221,1.7556,5.4886,1.5132,14.1250
222,1.7636,5.4926,1.5197,14.1184
223,1.7716,5.4959,1.5252,14.1128
224,1.7795,5.4986,1.5297,14.1083
225,1.7875,5.5009,1.5333,14.1046
226,1.7955,5.5028,1.5363,14.1016
227,1.8035,5.5043,1.5386,14.0992
228,1.8115,5.5055,1.5405,14.0973
229,1.8194,5.5066,1.5422,14.0956
230,1.8274,5.5076,1.5437,14.0940
231,1.8354,5.5086,1.5452,14.0924
232,1.8434,5.5096,1.5467,14.0909
233,1.8514,5.5106,1.5482,14.0894
234,1.8593,5.5115,1.5497,14.0879
235,1.8673,5.5125,1.5511,14.0865
236,1.8753,5.5134,1.5526,14.0850
237,1.8833,5.5143,1.5539,14.0836
238,1.8913,5.5151,1.5553,14.0822
239,1.8992,5.5160,1.5566,14.0809
240,1.9072,5.5168,1.5579,14.0796
241,1.9152,5.5176,1.5592,14.0783
242,1.9232,5.5184,1.5603,14.0771
243,1.9312,5.5191,1.5614,14.0760
244,1.9391,5.5197,1.5625,14.0749
245,1.9471,5.5203,1.5634,14.0740
246,1.9551,5.5209,1.5642,14.0732
247,1.9631,5.5213,1.5649,14.0725
248,1.9711,5.5217,1.5655,14.0719
249,1.9790,5.5221,1.5660,14.0714
250,1.9870,5.5223,1.5663,14.0710
251,1.9950,5.5225,1.5666,14.0707
252,2.0030,5.5227,1.5668,14.0705
253,2.0110,5.5228,1.5669,14.0704
254,2.0189,5.5229,1.5670,14.0703
255,2.0269,5.5230,1.5670,14.0703
"{*CALIBRATION DATA*}",N,9
1.5000,2.0000
1,1.5198,-2.3851
2,2.2455,-1.6635
3,2.9020,-1.0635
4,3.8982,-0.0083
5,5.0043,1.0212
6,5.9547,2.0212
7,6.4533,2.2790
8,6.6096,2.5864
9,7.0828,3.0792
"{*CALIBRATION DATA*}",P,12
1.5000,2.0000
1,1.1106,-2.8268
2,1.7388,-2.1688
3,2.3747,-1.7235
4,3.4330,-0.7670
5,3.8910,-0.2441
6,4.4843,0.5587
7,4.6064,0.7160
8,5.1072,1.3746
9,5.9058,2.0864
10,6.8537,2.4576
11,7.0864,2.7335
12,7.4683,2.9937
